Latitude (decimal degrees):	50.947
Longitude (decimal degrees):	4.827
Elevation (m):	23
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050707:0010,0.0,0.0,0.0,12.23,2.9,0.0
20050707:0110,0.0,0.0,0.0,12.01,2.97,0.0
20050707:0210,0.0,0.0,0.0,11.87,2.9,0.0
20050707:0310,0.0,0.0,0.0,11.41,2.83,0.0
20050707:0410,0.0,0.0,0.0,11.35,2.76,0.0
20050707:0510,1.28,8.74,12.21,11.6,2.9,0.0
20050707:0610,8.58,21.32,21.3,12.16,2.9,0.0
20050707:0710,27.52,47.28,30.71,12.66,4.28,0.0
20050707:0810,49.31,74.17,40.06,12.25,4.48,0.0
20050707:0910,131.08,169.66,48.85,12.48,4.48,0.0
20050707:1010,202.64,252.45,56.25,12.88,4.21,0.0
20050707:1110,232.71,290.2,60.87,14.33,2.97,0.0
20050707:1210,185.23,236.41,61.22,14.93,1.45,0.0
20050707:1310,95.61,131.65,57.14,16.02,0.34,0.0
20050707:1410,151.13,197.47,50.05,16.05,0.9,0.0
20050707:1510,153.54,200.4,41.4,16.86,1.79,0.0
20050707:1610,229.82,291.07,32.09,17.0,2.83,0.0
20050707:1710,123.5,165.61,22.67,16.83,3.38,0.0
20050707:1810,31.98,53.77,13.51,16.44,3.03,0.0
20050707:1910,0.15,6.12,4.94,15.26,2.76,0.0
20050707:2010,0.0,0.0,0.0,14.3,2.55,0.0
20050707:2110,0.0,0.0,0.0,13.82,2.34,0.0
20050707:2210,0.0,0.0,0.0,12.97,2.41,0.0
20050707:2310,0.0,0.0,0.0,12.65,2.41,0.0
20050708:0010,0.0,0.0,0.0,12.25,2.41,0.0
20050708:0110,0.0,0.0,0.0,11.98,2.21,0.0
20050708:0210,0.0,0.0,0.0,11.9,2.0,0.0
20050708:0310,0.0,0.0,0.0,11.51,2.0,0.0
20050708:0410,0.0,0.0,0.0,11.31,1.86,0.0
20050708:0510,26.86,46.35,12.1,11.75,1.52,0.0
20050708:0610,68.54,98.03,21.19,12.91,1.59,0.0
20050708:0710,99.06,134.38,30.6,14.15,1.31,0.0
20050708:0810,206.57,262.74,39.95,15.42,0.76,0.0
20050708:0910,402.49,505.34,48.74,16.24,0.62,0.0
20050708:1010,328.77,414.86,56.13,17.37,0.9,0.0
20050708:1110,327.19,413.57,60.76,17.98,1.17,0.0
20050708:1210,334.6,422.41,61.11,18.19,1.45,0.0
20050708:1310,263.65,333.79,57.05,17.75,1.66,0.0
20050708:1410,289.8,362.29,49.98,16.55,2.14,0.0
20050708:1510,70.41,101.05,41.34,16.0,2.14,0.0
20050708:1610,93.84,128.87,32.04,15.44,1.45,0.0
20050708:1710,22.13,40.79,22.61,15.69,1.45,0.0
20050708:1810,14.03,29.67,13.45,15.8,1.17,0.0
20050708:1910,15.98,32.35,4.88,15.32,1.24,0.0
20050708:2010,0.0,0.0,0.0,14.5,1.72,0.0
20050708:2110,0.0,0.0,0.0,13.86,1.52,0.0
20050708:2210,0.0,0.0,0.0,13.22,1.66,0.0
20050708:2310,0.0,0.0,0.0,12.64,1.79,0.0
20050709:0010,0.0,0.0,0.0,12.17,1.79,0.0
20050709:0110,0.0,0.0,0.0,11.82,1.79,0.0
20050709:0210,0.0,0.0,0.0,11.38,1.79,0.0
20050709:0310,0.0,0.0,0.0,10.94,1.72,0.0
20050709:0410,0.0,0.0,0.0,10.56,1.72,0.0
20050709:0510,25.57,44.6,11.99,11.23,1.24,0.0
20050709:0610,84.03,117.1,21.08,12.33,1.93,0.0
20050709:0710,167.16,213.87,30.49,13.85,2.55,0.0
20050709:0810,319.42,393.13,39.84,15.1,2.62,0.0
20050709:0910,542.56,668.9,48.63,16.44,2.97,0.0
20050709:1010,493.54,613.31,56.01,17.83,3.03,0.0
20050709:1110,754.02,966.55,60.64,18.89,2.9,0.0
20050709:1210,679.17,868.44,61.0,19.97,2.97,0.0
20050709:1310,534.69,675.23,56.96,20.55,3.17,0.0
20050709:1410,661.13,840.73,49.91,20.67,3.17,0.0
20050709:1510,510.9,644.59,41.28,20.92,2.97,0.0
20050709:1610,348.64,446.62,31.97,20.85,2.76,0.0
20050709:1710,177.2,264.28,22.55,20.73,2.69,0.0
20050709:1810,28.42,54.12,13.38,20.15,2.28,0.0
20050709:1910,22.03,41.1,4.8,18.54,2.62,0.0
20050709:2010,0.0,0.0,0.0,17.61,2.62,0.0
20050709:2110,0.0,0.0,0.0,16.7,2.48,0.0
20050709:2210,0.0,0.0,0.0,16.06,2.41,0.0
20050709:2310,0.0,0.0,0.0,15.45,2.41,0.0
20050710:0010,0.0,0.0,0.0,15.02,2.28,0.0
20050710:0110,0.0,0.0,0.0,14.56,2.21,0.0
20050710:0210,0.0,0.0,0.0,14.26,2.14,0.0
20050710:0310,0.0,0.0,0.0,13.98,2.07,0.0
20050710:0410,0.0,0.0,0.0,13.73,1.93,0.0
20050710:0510,29.92,50.72,11.87,14.13,1.45,0.0
20050710:0610,86.3,121.85,20.97,16.1,2.34,0.0
20050710:0710,159.2,207.58,30.38,17.36,2.76,0.0
20050710:0810,232.22,294.22,39.73,18.49,3.1,0.0
20050710:0910,260.74,330.3,48.51,20.07,3.59,0.0
20050710:1010,301.29,381.96,55.89,21.23,3.45,0.0
20050710:1110,768.66,997.47,60.51,22.14,3.38,0.0
20050710:1210,792.21,1038.37,60.89,23.65,3.52,0.0
20050710:1310,502.47,643.41,56.87,25.11,4.14,0.0
20050710:1410,604.93,775.98,49.83,25.89,4.76,0.0
20050710:1510,456.29,581.7,41.2,25.87,4.97,0.0
20050710:1610,323.62,420.04,31.91,25.21,4.28,0.0
20050710:1710,174.37,252.91,22.48,24.67,4.07,0.0
20050710:1810,65.07,98.04,13.31,24.01,4.14,0.0
20050710:1910,17.19,34.98,4.72,22.7,3.86,0.0
20050710:2010,0.0,0.0,0.0,21.56,3.86,0.0
20050710:2110,0.0,0.0,0.0,20.48,3.93,0.0
20050710:2210,0.0,0.0,0.0,19.46,3.79,0.0
20050710:2310,0.0,0.0,0.0,18.57,3.45,0.0
20050711:0010,0.0,0.0,0.0,17.82,3.17,0.0
20050711:0110,0.0,0.0,0.0,17.11,2.97,0.0
20050711:0210,0.0,0.0,0.0,16.46,2.83,0.0
20050711:0310,0.0,0.0,0.0,15.95,2.69,0.0
20050711:0410,0.0,0.0,0.0,15.5,2.55,0.0
20050711:0510,6.54,18.36,11.75,15.53,2.28,0.0
20050711:0610,110.94,168.11,20.85,16.61,2.48,0.0
20050711:0710,282.64,362.3,30.26,18.32,2.97,0.0
20050711:0810,464.81,580.11,39.61,19.75,2.9,0.0
20050711:0910,611.47,774.49,48.39,21.24,2.97,0.0
20050711:1010,512.67,651.73,55.76,22.61,3.24,0.0
20050711:1110,784.87,1026.42,60.38,23.81,3.59,0.0
20050711:1210,808.75,1061.88,60.77,24.69,3.93,0.0
20050711:1310,530.36,679.94,56.76,25.04,4.07,0.0
20050711:1410,667.82,861.09,49.74,25.23,4.14,0.0
20050711:1510,490.55,625.83,41.13,24.85,4.0,0.0
20050711:1610,375.7,487.18,31.84,24.63,4.28,0.0
20050711:1710,175.61,256.47,22.41,23.96,3.86,0.0
20050711:1810,34.47,62.03,13.23,23.08,3.93,0.0
20050711:1910,21.0,40.23,4.64,22.05,3.72,0.0
20050711:2010,0.0,0.0,0.0,20.65,3.66,0.0
20050711:2110,0.0,0.0,0.0,19.49,3.52,0.0
20050711:2210,0.0,0.0,0.0,18.43,3.31,0.0
20050711:2310,0.0,0.0,0.0,17.65,3.17,0.0
20050712:0010,0.0,0.0,0.0,16.84,3.03,0.0
20050712:0110,0.0,0.0,0.0,16.14,2.9,0.0
20050712:0210,0.0,0.0,0.0,15.5,2.76,0.0
20050712:0310,0.0,0.0,0.0,15.0,2.55,0.0
20050712:0410,0.0,0.0,0.0,14.54,2.34,0.0
20050712:0510,5.5,16.61,11.63,14.75,2.14,0.0
20050712:0610,40.12,63.97,20.73,15.92,2.69,0.0
20050712:0710,92.11,126.97,30.14,16.31,2.97,0.0
20050712:0810,168.12,217.02,39.49,17.05,2.97,0.0
20050712:0910,239.28,302.45,48.26,18.09,3.03,0.0
20050712:1010,207.61,266.97,55.62,19.73,3.1,0.0
20050712:1110,404.65,512.39,60.24,21.52,2.97,0.0
20050712:1210,771.93,1013.97,60.64,23.0,2.97,0.0
20050712:1310,528.1,680.36,56.65,24.21,2.97,0.0
20050712:1410,661.38,861.45,49.65,24.81,2.97,0.0
20050712:1510,528.68,682.22,41.05,25.17,2.9,0.0
20050712:1610,366.92,480.46,31.76,25.17,2.9,0.0
20050712:1710,174.16,260.2,22.33,24.69,2.48,0.0
20050712:1810,45.27,75.48,13.15,24.07,2.34,0.0
20050712:1910,20.3,39.35,4.55,22.63,2.48,0.0
20050712:2010,0.0,0.0,0.0,21.05,2.62,0.0
20050712:2110,0.0,0.0,0.0,19.87,2.69,0.0
20050712:2210,0.0,0.0,0.0,18.87,2.69,0.0
20050712:2310,0.0,0.0,0.0,18.04,2.55,0.0
20050713:0010,0.0,0.0,0.0,17.37,2.41,0.0
20050713:0110,0.0,0.0,0.0,16.86,2.34,0.0
20050713:0210,0.0,0.0,0.0,16.37,2.28,0.0
20050713:0310,0.0,0.0,0.0,15.93,2.21,0.0
20050713:0410,0.0,0.0,0.0,15.59,2.07,0.0
20050713:0510,14.07,29.73,11.5,15.95,2.14,0.0
20050713:0610,68.48,99.5,20.61,16.56,2.41,0.0
20050713:0710,137.21,181.26,30.02,17.05,2.28,0.0
20050713:0810,337.36,419.41,39.36,17.64,2.62,0.0
20050713:0910,581.12,733.27,48.13,19.29,2.28,0.0
20050713:1010,501.36,638.59,55.49,21.23,2.21,0.0
20050713:1110,757.09,997.16,60.1,22.86,2.55,0.0
20050713:1210,765.75,1014.35,60.5,24.08,2.76,0.0
20050713:1310,525.22,680.05,56.54,24.98,2.83,0.0
20050713:1410,657.6,861.88,49.55,25.55,2.76,0.0
20050713:1510,525.96,682.54,40.96,25.63,2.55,0.0
20050713:1610,365.02,480.68,31.67,25.67,2.41,0.0
20050713:1710,173.66,261.77,22.25,25.15,2.34,0.0
20050713:1810,35.04,62.86,13.06,24.31,2.21,0.0
20050713:1910,17.8,35.85,4.45,22.67,2.34,0.0
20050713:2010,0.0,0.0,0.0,20.92,2.55,0.0
20050713:2110,0.0,0.0,0.0,19.53,2.55,0.0
20050713:2210,0.0,0.0,0.0,18.39,2.34,0.0
20050713:2310,0.0,0.0,0.0,17.48,2.0,0.0
20050714:0010,0.0,0.0,0.0,16.79,1.72,0.0
20050714:0110,0.0,0.0,0.0,16.17,1.52,0.0
20050714:0210,0.0,0.0,0.0,15.34,1.31,0.0
20050714:0310,0.0,0.0,0.0,14.6,1.1,0.0
20050714:0410,0.0,0.0,0.0,14.43,0.9,0.0
20050714:0510,28.41,48.97,11.37,14.94,0.48,0.0
20050714:0610,107.75,160.16,20.48,16.07,0.55,0.0
20050714:0710,256.21,333.7,29.89,18.48,0.41,0.0
20050714:0810,434.39,558.24,39.24,20.42,0.41,0.0
20050714:0910,570.64,750.4,47.99,22.22,0.55,0.0
20050714:1010,489.58,643.73,55.34,23.74,0.69,0.0
20050714:1110,730.96,1009.0,59.95,24.98,0.76,0.0
20050714:1210,737.72,1026.36,60.36,25.85,0.76,0.0
20050714:1310,506.03,679.51,56.41,26.46,0.55,0.0
20050714:1410,626.98,861.24,49.44,26.91,0.41,0.0
20050714:1510,514.6,694.37,40.86,27.14,0.34,0.0
20050714:1610,360.42,487.1,31.58,27.14,0.48,0.0
20050714:1710,170.95,261.84,22.15,26.98,0.76,0.0
20050714:1810,44.92,75.57,12.96,26.28,0.76,0.0
20050714:1910,18.8,37.6,4.35,24.76,0.9,0.0
20050714:2010,0.0,0.0,0.0,22.91,1.93,0.0
20050714:2110,0.0,0.0,0.0,21.24,2.34,0.0
20050714:2210,0.0,0.0,0.0,20.35,2.41,0.0
20050714:2310,0.0,0.0,0.0,19.78,2.55,0.0
20050715:0010,0.0,0.0,0.0,19.35,2.55,0.0
20050715:0110,0.0,0.0,0.0,18.92,2.48,0.0
20050715:0210,0.0,0.0,0.0,18.72,2.55,0.0
20050715:0310,0.0,0.0,0.0,18.63,2.69,0.0
20050715:0410,0.0,0.0,0.0,18.73,2.83,0.0
20050715:0510,22.57,41.97,11.23,19.46,2.83,0.0
20050715:0610,86.72,125.57,20.35,20.43,2.76,0.0
20050715:0710,47.72,75.1,29.76,21.54,2.9,0.0
20050715:0810,382.14,483.4,39.1,22.58,3.17,0.0
20050715:0910,496.79,630.64,47.85,23.63,3.52,0.0
20050715:1010,473.0,603.51,55.19,24.67,3.93,0.0
20050715:1110,724.02,942.61,59.79,25.56,4.28,0.0
20050715:1210,776.1,1014.14,60.21,26.11,4.76,0.0
20050715:1310,495.92,636.22,56.28,26.25,4.69,0.0
20050715:1410,496.06,634.98,49.33,26.42,4.9,0.0
20050715:1510,534.93,682.28,40.76,25.98,4.97,0.0
20050715:1610,51.59,80.66,31.49,23.89,4.34,0.0
20050715:1710,175.19,259.03,22.06,23.55,3.45,0.0
20050715:1810,35.59,62.88,12.86,23.05,2.83,0.0
20050715:1910,19.04,37.6,4.24,22.62,2.34,0.0
20050715:2010,0.0,0.0,0.0,20.99,2.21,0.0
20050715:2110,0.0,0.0,0.0,19.75,2.07,0.0
20050715:2210,0.0,0.0,0.0,18.73,1.86,0.0
20050715:2310,0.0,0.0,0.0,17.72,1.66,0.0
20050716:0010,0.0,0.0,0.0,16.57,1.38,0.0
20050716:0110,0.0,0.0,0.0,16.3,1.03,0.0
20050716:0210,0.0,0.0,0.0,16.78,0.62,0.0
20050716:0310,0.0,0.0,0.0,16.35,0.41,0.0
20050716:0410,0.0,0.0,0.0,15.89,0.34,0.0
20050716:0510,26.26,46.35,11.1,15.84,0.28,0.0
20050716:0610,104.55,155.51,20.22,17.24,0.07,0.0
20050716:0710,197.28,258.57,29.63,19.4,0.69,0.0
20050716:0810,416.04,531.33,38.97,20.96,1.03,0.0
20050716:0910,537.25,690.26,47.71,21.76,1.59,0.0
20050716:1010,330.42,423.83,55.04,22.27,1.72,0.0
20050716:1110,515.18,665.08,59.63,22.52,1.86,0.0
20050716:1210,652.22,853.84,60.06,23.05,2.21,0.0
20050716:1310,362.59,464.4,56.15,22.99,2.41,0.0
20050716:1410,590.06,759.97,49.22,23.46,2.83,0.0
20050716:1510,367.89,468.7,40.66,23.36,3.17,0.0
20050716:1610,262.65,339.32,31.39,22.76,3.31,0.0
20050716:1710,164.06,228.14,21.96,22.46,3.52,0.0
20050716:1810,62.74,94.21,12.76,21.6,3.1,0.0
20050716:1910,11.34,26.23,4.13,20.81,2.9,0.0
20050716:2010,0.0,0.0,0.0,19.69,2.76,0.0
20050716:2110,0.0,0.0,0.0,18.56,2.55,0.0
20050716:2210,0.0,0.0,0.0,17.61,2.21,0.0
20050716:2310,0.0,0.0,0.0,16.91,1.86,0.0
20050717:0010,0.0,0.0,0.0,15.93,1.86,0.0
20050717:0110,0.0,0.0,0.0,15.27,1.79,0.0
20050717:0210,0.0,0.0,0.0,14.6,1.72,0.0
20050717:0310,0.0,0.0,0.0,14.02,1.59,0.0
20050717:0410,0.0,0.0,0.0,13.66,1.38,0.0
20050717:0510,24.58,43.72,10.95,13.61,0.97,0.0
20050717:0610,104.27,162.27,20.08,15.53,0.69,0.0
20050717:0710,270.91,351.39,29.49,16.61,0.14,0.0
20050717:0810,451.67,571.03,38.83,17.99,0.76,0.0
20050717:0910,591.33,757.4,47.56,19.04,1.17,0.0
20050717:1010,508.96,653.69,54.88,20.1,1.1,0.0
20050717:1110,745.03,1002.06,59.46,21.05,0.97,0.0
20050717:1210,751.83,1020.64,59.89,21.87,0.9,0.0
20050717:1310,522.56,684.44,56.01,22.56,0.9,0.0
20050717:1410,653.87,872.48,49.09,23.05,0.9,0.0
20050717:1510,534.6,702.19,40.55,23.38,0.83,0.0
20050717:1610,371.7,491.14,31.28,23.48,0.9,0.0
20050717:1710,172.78,264.21,21.85,23.37,0.9,0.0
20050717:1810,19.25,41.36,12.64,23.02,0.97,0.0
20050717:1910,16.65,34.1,4.01,21.71,1.45,0.0
20050717:2010,0.0,0.0,0.0,20.17,1.86,0.0
20050717:2110,0.0,0.0,0.0,18.89,2.14,0.0
20050717:2210,0.0,0.0,0.0,17.95,2.28,0.0
20050717:2310,0.0,0.0,0.0,17.21,2.34,0.0
20050718:0010,0.0,0.0,0.0,16.57,2.28,0.0
20050718:0110,0.0,0.0,0.0,15.96,2.34,0.0
20050718:0210,0.0,0.0,0.0,15.4,2.28,0.0
20050718:0310,0.0,0.0,0.0,14.88,2.14,0.0
20050718:0410,0.0,0.0,0.0,14.23,1.93,0.0
20050718:0510,21.88,40.23,10.81,14.14,1.52,0.0
20050718:0610,102.56,151.56,19.94,16.59,1.31,0.0
20050718:0710,127.32,171.29,29.35,18.67,1.03,0.0
20050718:0810,64.85,96.42,38.68,20.91,1.31,0.0
20050718:0910,521.98,675.16,47.41,22.57,1.31,0.0
20050718:1010,330.84,426.75,54.72,23.86,2.0,0.0
20050718:1110,697.48,923.38,59.29,24.39,2.28,0.0
20050718:1210,720.55,964.17,59.73,24.9,2.07,0.0
20050718:1310,415.58,540.44,55.86,25.44,2.0,0.0
20050718:1410,58.36,89.93,48.96,25.38,2.07,0.0
20050718:1510,386.11,500.94,40.43,25.39,1.93,0.0
20050718:1610,203.61,269.22,31.17,25.05,2.97,0.0
20050718:1710,37.04,62.12,21.73,24.28,3.52,0.0
20050718:1810,5.8,17.62,12.52,23.18,3.31,0.0
20050718:1910,18.03,35.85,3.88,20.37,3.38,0.0
20050718:2010,0.0,0.0,0.0,19.35,3.59,0.0
20050718:2110,0.0,0.0,0.0,18.37,3.86,0.0
20050718:2210,0.0,0.0,0.0,17.65,4.28,0.0
20050718:2310,0.0,0.0,0.0,16.85,3.93,0.0
20050719:0010,0.0,0.0,0.0,16.56,3.79,0.0
20050719:0110,0.0,0.0,0.0,16.98,4.14,0.0
20050719:0210,0.0,0.0,0.0,16.96,4.41,0.0
20050719:0310,0.0,0.0,0.0,16.75,4.69,0.0
20050719:0410,0.0,0.0,0.0,16.2,4.76,0.0
20050719:0510,25.0,44.6,10.66,15.97,4.83,0.0
20050719:0610,103.8,153.23,19.79,16.06,4.76,0.0
20050719:0710,132.48,174.06,29.21,16.19,5.52,0.0
20050719:0810,238.8,298.13,38.54,17.21,5.66,0.0
20050719:0910,378.68,464.0,47.26,18.06,5.79,0.0
20050719:1010,430.99,528.41,54.55,18.53,6.07,0.0
20050719:1110,683.75,845.21,59.11,18.91,6.07,0.0
20050719:1210,356.69,442.7,59.55,20.02,6.55,0.0
20050719:1310,338.2,421.63,55.7,20.52,6.28,0.0
20050719:1410,130.3,174.3,48.83,20.53,6.41,0.0
20050719:1510,285.09,357.19,40.3,20.31,6.28,0.0
20050719:1610,227.19,289.49,31.05,19.94,5.79,0.0
20050719:1710,99.63,137.88,21.61,19.71,5.59,0.0
20050719:1810,53.08,81.0,12.4,19.17,4.62,0.0
20050719:1910,15.13,31.48,3.75,18.21,4.48,0.0
20050719:2010,0.0,0.0,0.0,17.34,4.07,0.0
20050719:2110,0.0,0.0,0.0,16.8,4.28,0.0
20050719:2210,0.0,0.0,0.0,16.33,4.48,0.0
20050719:2310,0.0,0.0,0.0,16.08,4.62,0.0
20050720:0010,0.0,0.0,0.0,16.08,4.83,0.0
20050720:0110,0.0,0.0,0.0,15.81,4.9,0.0
20050720:0210,0.0,0.0,0.0,15.93,5.17,0.0
20050720:0310,0.0,0.0,0.0,15.86,5.38,0.0
20050720:0410,0.0,0.0,0.0,15.49,5.24,0.0
20050720:0510,19.17,36.73,10.51,15.51,5.17,0.0
20050720:0610,90.31,128.63,19.65,15.86,5.1,0.0
20050720:0710,151.57,197.13,29.07,17.11,6.48,0.0
20050720:0810,114.63,153.9,38.39,17.96,6.9,0.0
20050720:0910,352.28,431.6,47.1,18.29,7.1,0.0
20050720:1010,417.4,511.28,54.38,19.08,7.31,0.0
20050720:1110,675.95,832.39,58.93,19.35,7.03,0.0
20050720:1210,494.76,608.52,59.37,19.89,7.17,0.0
20050720:1310,213.97,272.3,55.54,19.69,6.9,0.0
20050720:1410,584.9,715.82,48.68,19.21,7.03,0.0
20050720:1510,445.12,545.29,40.17,19.35,7.03,0.0
20050720:1610,256.59,322.63,30.92,18.9,7.03,0.0
20050720:1710,176.65,248.26,21.49,18.42,6.34,0.0
20050720:1810,19.92,40.24,12.27,17.89,5.1,0.0
20050720:1910,17.08,34.1,3.61,17.29,4.28,0.0
20050720:2010,0.0,0.0,0.0,16.13,3.24,0.0
20050720:2110,0.0,0.0,0.0,15.26,2.48,0.0
20050720:2210,0.0,0.0,0.0,14.36,2.28,0.0
20050720:2310,0.0,0.0,0.0,13.67,2.41,0.0
20050721:0010,0.0,0.0,0.0,13.23,2.55,0.0
20050721:0110,0.0,0.0,0.0,13.01,2.62,0.0
20050721:0210,0.0,0.0,0.0,12.86,2.62,0.0
20050721:0310,0.0,0.0,0.0,12.8,2.62,0.0
20050721:0410,0.0,0.0,0.0,12.77,2.76,0.0
20050721:0510,21.36,39.35,10.35,13.14,3.03,0.0
20050721:0610,101.18,158.23,19.5,14.57,3.45,0.0
20050721:0710,263.86,332.51,28.92,15.61,4.9,0.0
20050721:0810,285.23,350.99,38.24,16.31,5.38,0.0
20050721:0910,221.5,278.03,46.94,16.87,5.38,0.0
20050721:1010,214.21,270.16,54.21,17.17,5.38,0.0
20050721:1110,345.42,425.47,58.74,17.58,5.52,0.0
20050721:1210,139.8,183.57,59.19,17.89,5.86,0.0
20050721:1310,181.41,232.7,55.37,18.21,5.86,0.0
20050721:1410,100.22,137.21,48.53,18.25,5.86,0.0
20050721:1510,222.69,280.59,40.04,17.96,5.86,0.0
20050721:1610,160.57,208.03,30.79,18.0,6.14,0.0
20050721:1710,83.72,117.46,21.36,17.61,5.31,0.0
20050721:1810,42.7,67.51,12.13,17.35,4.9,0.0
20050721:1910,9.29,22.74,3.46,16.46,4.0,0.0
20050721:2010,0.0,0.0,0.0,16.23,3.72,0.0
20050721:2110,0.0,0.0,0.0,16.15,3.66,0.0
20050721:2210,0.0,0.0,0.0,16.06,3.86,0.0
20050721:2310,0.0,0.0,0.0,15.87,4.0,0.0
20050722:0010,0.0,0.0,0.0,15.56,4.0,0.0
20050722:0110,0.0,0.0,0.0,15.31,4.0,0.0
20050722:0210,0.0,0.0,0.0,15.15,3.93,0.0
20050722:0310,0.0,0.0,0.0,14.98,3.79,0.0
20050722:0410,0.0,0.0,0.0,14.76,3.72,0.0
20050722:0510,23.16,41.97,10.2,14.7,3.66,0.0
20050722:0610,98.6,157.27,19.34,14.65,3.59,0.0
20050722:0710,232.94,294.26,28.76,14.92,3.59,0.0
20050722:0810,194.25,245.23,38.08,15.23,3.66,0.0
20050722:0910,149.38,193.77,46.77,16.01,4.0,0.0
20050722:1010,725.26,898.09,54.03,17.1,4.48,0.0
20050722:1110,343.5,424.7,58.55,17.75,4.69,0.0
20050722:1210,228.75,289.4,59.0,18.49,4.83,0.0
20050722:1310,95.95,132.58,55.2,18.84,5.1,0.0
20050722:1410,97.71,134.43,48.38,18.44,5.17,0.0
20050722:1510,151.62,197.67,39.89,17.96,5.1,0.0
20050722:1610,49.55,76.02,30.65,17.46,4.76,0.0
20050722:1710,71.01,101.98,21.22,17.09,4.55,0.0
20050722:1810,56.26,83.92,11.99,16.27,4.41,0.0
20050722:1910,10.52,24.48,3.31,15.31,3.45,0.0
20050722:2010,0.0,0.0,0.0,14.89,2.97,0.0
20050722:2110,0.0,0.0,0.0,14.07,2.48,0.0
20050722:2210,0.0,0.0,0.0,13.57,2.34,0.0
20050722:2310,0.0,0.0,0.0,12.9,2.21,0.0
20050723:0010,0.0,0.0,0.0,12.42,2.14,0.0
20050723:0110,0.0,0.0,0.0,12.1,2.14,0.0
20050723:0210,0.0,0.0,0.0,11.88,2.28,0.0
20050723:0310,0.0,0.0,0.0,11.73,2.21,0.0
20050723:0410,0.0,0.0,0.0,11.92,2.0,0.0
20050723:0510,6.11,17.49,10.03,12.44,1.59,0.0
20050723:0610,50.02,75.65,19.19,13.23,1.59,0.0
20050723:0710,187.62,240.02,28.61,14.84,2.21,0.0
20050723:0810,286.83,355.42,37.92,15.92,2.76,0.0
20050723:0910,335.54,415.42,46.61,16.77,2.76,0.0
20050723:1010,268.23,337.03,53.84,17.33,2.41,0.0
20050723:1110,376.37,471.1,58.35,17.83,2.07,0.0
20050723:1210,320.07,403.14,58.8,18.33,1.93,0.0
20050723:1310,174.43,227.14,55.02,18.55,1.59,0.0
20050723:1410,209.43,270.35,48.22,18.72,0.9,0.0
20050723:1510,193.38,252.03,39.75,19.15,0.34,0.0
20050723:1610,285.78,370.2,30.51,19.44,0.21,0.0
20050723:1710,172.93,254.86,21.08,19.44,0.69,0.0
20050723:1810,31.95,54.8,11.84,19.06,1.31,0.0
20050723:1910,13.94,29.73,3.16,17.63,1.66,0.0
20050723:2010,0.0,0.0,0.0,16.87,1.86,0.0
20050723:2110,0.0,0.0,0.0,16.61,1.79,0.0
20050723:2210,0.0,0.0,0.0,16.23,1.79,0.0
20050723:2310,0.0,0.0,0.0,15.89,1.86,0.0
20050724:0010,0.0,0.0,0.0,15.54,1.79,0.0
20050724:0110,0.0,0.0,0.0,14.91,1.79,0.0
20050724:0210,0.0,0.0,0.0,14.48,1.72,0.0
20050724:0310,0.0,0.0,0.0,14.04,1.59,0.0
20050724:0410,0.0,0.0,0.0,13.52,1.45,0.0
20050724:0510,18.68,35.85,9.87,13.53,1.17,0.0
20050724:0610,97.85,148.24,19.03,15.38,0.97,0.0
20050724:0710,146.86,193.79,28.45,17.41,1.45,0.0
20050724:0810,327.42,412.97,37.76,19.01,1.45,0.0
20050724:0910,539.23,684.28,46.43,20.57,2.07,0.0
20050724:1010,297.88,379.55,53.65,21.64,2.76,0.0
20050724:1110,166.87,220.65,58.15,22.26,3.17,0.0
20050724:1210,145.48,194.69,58.6,22.42,3.72,0.0
20050724:1310,110.45,151.12,54.83,20.5,3.79,0.0
20050724:1410,147.72,195.62,48.05,20.07,3.1,0.0
20050724:1510,86.0,121.45,39.59,19.78,3.03,0.0
20050724:1610,64.1,94.56,30.36,19.15,3.24,0.0
20050724:1710,82.13,116.54,20.93,19.03,2.97,0.0
20050724:1810,54.87,83.07,11.69,18.62,2.97,0.0
20050724:1910,0.0,4.37,2.99,17.61,3.52,0.0
20050724:2010,0.0,0.0,0.0,17.54,3.17,0.0
20050724:2110,0.0,0.0,0.0,17.22,2.97,0.0
20050724:2210,0.0,0.0,0.0,16.67,2.76,0.0
20050724:2310,0.0,0.0,0.0,16.34,2.69,0.0
20050725:0010,0.0,0.0,0.0,16.13,2.69,0.0
20050725:0110,0.0,0.0,0.0,16.19,2.69,0.0
20050725:0210,0.0,0.0,0.0,16.24,2.83,0.0
20050725:0310,0.0,0.0,0.0,16.18,2.76,0.0
20050725:0410,0.0,0.0,0.0,16.06,2.83,0.0
20050725:0510,21.0,39.35,9.7,16.31,2.97,0.0
20050725:0610,95.0,153.17,18.87,16.95,3.38,0.0
20050725:0710,262.21,335.14,28.29,17.51,3.79,0.0
20050725:0810,277.76,346.64,37.6,18.49,4.34,0.0
20050725:0910,248.39,313.78,46.26,19.48,4.34,0.0
20050725:1010,214.89,275.2,53.46,20.25,4.55,0.0
20050725:1110,280.38,354.96,57.94,21.26,4.9,0.0
20050725:1210,205.05,264.58,58.39,21.45,5.31,0.0
20050725:1310,184.37,238.27,54.64,19.74,4.76,0.0
